590046,825,64,320,6,8,None,1,None,None,99,4,0,10700,0,55386369,0
467174,945,83,472,6,9,30000400,1,None,None,None,7,3,7800,0,188167353,0
812810,779,64,216,6,4,None,1,None,None,None,4,2,37800,0,316059947,0
432133,738,64,790,6,1,None,1,None,None,None,7,0,4000,0,79636081,1
667509,436,64,906,6,6,None,1,0,None,None,8,1,5000,0,1324655000,0
88254,517,64,158,9,2,None,1,None,None,76,6,2,9000,0,110815272,0
790272,855,83,618,6,9,15900,1,None,None,91,2,1,5000,0,1363240000,0
672543,713,64,392,6,9,None,1,None,None,72,5,2,9000,0,123333379,0
396377,909,64,415,6,7,None,1,None,None,None,8,1,2100,0,165803560,1
452452,624,87,519,6,7,None,1,None,None,58,3,0,10700,0,57009751,0
733580,805,64,985,9,7,None,1,1153698,5,None,4,2,9000,0,107560155,0
582807,879,83,254,9,9,None,1,48541,13000,None,5,0,10700,0,58558267,0
963019,109,83,580,7,7,None,1,None,None,None,1,2,9000,0,114092961,0
14537,254,83,186,6,9,None,1,None,None,98,8,2,29800,0,32571174,0
762393,564,64,488,6,9,None,1,None,None,None,2,0,10700,0,57009751,0
705848,894,8,23,5,4,None,0,32926873,None,None,8,2,37800,0,313877662,0
911771,906,64,318,9,2,None,1,None,None,69,7,0,4000,0,90424668,1
309022,690,5,187,6,7,None,1,14692,1,None,8,1,2100,0,187280125,1
759882,393,64,688,8,5,None,0,85804313,None,None,5,2,29800,0,32571174,0
596546,857,64,438,6,6,None,1,None,None,70,6,2,29800,0,36545295,0
366690,405,64,277,9,7,None,1,None,None,93,3,3,7800,0,206163056,0
536199,390,83,432,6,8,None,1,None,None,52,7,1,2100,0,179424643,1
106082,769,83,239,6,7,None,1,9850,0,None,2,1,5000,0,1407745000,0
584281,997,64,713,9,7,None,0,None,None,None,3,1,2100,0,216565317,1
515399,848,51,739,6,7,None,0,None,None,None,5,2,29800,0,32243753,0
214735,678,51,691,9,5,None,1,None,None,None,1,0,4000,0,76873670,1
168959,59,64,481,6,4,None,1,None,None,91,4,2,29800,0,32571174,0
751095,104,64,463,6,7,None,1,None,None,52,7,0,10700,0,51216967,0
538806,34,64,126,6,9,None,1,None,None,None,2,2,37800,0,320738994,0
853532,261,83,51,6,7,None,0,30102439,None,None,8,3,7800,0,192030362,0
552532,911,64,387,0,9,None,1,None,None,96,2,3,7800,0,186127108,0
728798,530,64,450,0,9,None,1,None,None,None,5,1,2100,0,175525610,1
524769,554,63,993,7,3,None,1,1305,None,None,4,0,4000,0,90424668,1
947254,459,64,811,9,7,None,1,None,None,None,4,1,5000,0,1313973713,0
856385,622,64,937,0,2,None,0,None,None,None,1,1,5000,0,1317885000,0
549706,821,64,302,6,6,729000,1,538453,23,None,7,2,9000,0,121858251,0
776131,488,64,235,6,8,None,1,None,None,90,1,1,5000,0,1354190000,0
611781,582,83,322,6,7,None,1,None,None,None,5,2,29800,0,37593384,0
605402,275,39,524,6,2,None,1,None,None,None,4,2,29800,0,34339328,0
175721,761,64,406,6,9,None,0,40757715,None,None,3,1,5000,0,1363240000,0
687447,941,83,505,9,9,30000400,1,19497,5900,None,3,2,9000,0,121858251,0
416192,808,51,187,9,9,None,1,None,None,92,2,0,4000,0,92442549,1
438172,284,64,244,6,4,None,1,None,None,65,7,2,37800,0,316059947,0
520073,499,64,662,6,5,None,1,None,None,84,9,0,10700,0,52003759,0
577068,968,64,206,9,3,None,0,None,None,None,2,3,7800,0,195713637,0
788641,779,52,729,9,4,None,1,None,None,91,1,1,2100,0,195305012,1
247852,883,64,264,6,4,None,1,None,None,91,2,2,9000,0,126190782,0
543937,396,83,272,6,9,None,0,40800391,None,None,3,2,29800,0,35437435,0
814374,563,83,287,6,8,None,1,None,None,91,1,1,2100,0,187280125,1
491509,514,83,785,6,7,None,1,None,None,None,1,2,29800,0,35082954,0
374641,915,64,535,6,1,1195299,1,None,None,84,6,2,9000,0,109170503,0
290115,441,64,17,6,5,None,1,None,None,94,8,0,10700,0,54544184,0
226271,65,64,331,6,7,None,1,None,None,92,8,3,7800,0,192030362,0
414545,846,64,405,9,7,None,0,380612315,None,None,9,1,5000,0,1324655000,0
226761,809,83,475,6,5,None,0,22350983,None,None,6,1,2100,0,171648984,1
932199,801,83,925,6,7,None,1,None,None,54,7,1,2100,0,167808106,1
263669,595,83,592,7,7,None,1,None,None,75,7,1,2900,0,1366417756,1
150120,719,2,268,5,7,None,1,None,None,90,1,1,2100,0,216565317,1
106137,627,4,383,6,2,None,0,None,None,None,8,1,2900,0,1295600768,1
675068,515,64,983,6,6,None,0,None,None,None,3,1,5000,0,1387790000,0
642345,464,51,830,8,9,None,1,None,None,72,6,1,2900,0,1366417756,1
357352,648,64,274,7,2,None,1,None,None,14,1,2,37800,0,301231207,0
997590,94,64,167,9,1,None,1,10264,0,None,2,0,4000,0,92442549,1
815065,646,64,582,6,1,None,1,None,None,None,1,1,2900,0,1165486291,1
22241,113,9,614,0,7,None,0,None,None,None,2,1,2100,0,203631356,1
63227,714,83,207,6,7,None,1,None,None,None,5,0,10700,0,51216967,0
461429,443,64,414,6,7,None,1,None,None,None,9,3,7800,0,193886505,0
461003,950,64,124,0,9,None,1,None,None,98,8,0,10700,0,47880595,0
796188,109,64,444,6,3,None,1,None,None,99,4,0,10700,0,53687125,0
784463,107,64,47,9,9,None,1,70,None,None,4,2,29800,0,36109487,0
771886,577,64,380,9,1,None,1,None,None,99,4,0,4000,0,92442549,1
793502,588,51,888,0,1,None,1,None,None,None,3,0,10700,0,44187637,0
36079,161,64,654,6,7,None,1,None,None,98,5,1,5000,0,1303720000,0
727217,806,64,398,7,7,None,1,None,None,None,9,0,10700,0,44187637,0
437559,133,64,282,9,5,None,1,None,None,99,3,1,5000,0,1354190000,0
523826,891,51,69,9,5,None,0,None,None,None,2,1,5000,0,1311020000,0
54180,231,64,948,6,6,None,1,None,None,None,2,3,7800,0,193886505,0
607183,992,64,529,8,3,None,1,None,None,None,5,2,37800,0,320738994,0
469434,333,64,593,0,2,None,1,None,None,76,6,2,9000,0,124777326,0
182710,509,83,312,6,9,None,1,None,None,None,1,1,5000,0,1317885000,0
661885,141,64,687,6,8,None,1,None,None,83,9,2,37800,0,316059947,0
931517,337,64,843,6,5,None,0,None,None,None,8,0,10700,0,47880595,0
735122,313,64,621,9,9,None,1,None,None,None,4,1,2100,0,167808106,1
44882,144,83,851,9,1,None,1,126687518,None,None,9,1,2100,0,199426953,1
950914,264,51,551,6,9,None,0,102738592,None,None,2,0,4000,0,96442590,1
